make,model,acceleration,topspeed,battery,erange_real,efficiency,fastcharge_speed,country_uk,img1_url,hrefs
Peugeot,e-208 51 kWh,8.2 sec,150 km/h,48.1,310 km,155 Wh/km,480,"* £35,000",https://ev-database.org/img/auto/Peugeot_e-208_2024/Peugeot_e-208_2024-01-thumb@2x.jpg,https://ev-database.org/car/1949/Peugeot-e-208-51-kWh
Genesis,GV60 Sport Plus,4.0 sec,235 km/h,74,365 km,203 Wh/km,950,"£67,505",https://ev-database.org/img/auto/Genesis_GV60/Genesis_GV60-01-thumb@2x.jpg,https://ev-database.org/car/1649/Genesis-GV60-Sport-Plus
Opel,Zafira-e Life M 50 kWh,12.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,"£42,735",https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1346/Opel-Zafira-e-Life-M-50-kWh
Porsche,Taycan Turbo Sport Turismo,3.2 sec,260 km/h,83.7,405 km,207 Wh/km,1000,"£126,800",https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo/Porsche_Taycan_Sport_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1625/Porsche-Taycan-Turbo-Sport-Turismo
Fiat,E-Ulysse L3 50 kWh,12.1 sec,130 km/h,46.3,180 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Fiat_E-Ulysse/Fiat_E-Ulysse-01-thumb@2x.jpg,https://ev-database.org/car/1723/Fiat-E-Ulysse-L3-50-kWh
Citroen,e-SpaceTourer M 50 kWh,12.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,"£37,045",https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1341/Citroen-e-SpaceTourer-M-50-kWh
Abarth,500e Convertible,7.0 sec,155 km/h,37.8,225 km,168 Wh/km,370,"£37,195",https://ev-database.org/img/auto/Abarth_500e_Convertible/Abarth_500e_Convertible-01-thumb@2x.jpg,https://ev-database.org/car/1904/Abarth-500e-Convertible
Mercedes,EQE 350 4MATIC,6.3 sec,210 km/h,89,475 km,187 Wh/km,600,N/A,https://ev-database.org/img/auto/Mercedes_EQE/Mercedes_EQE-01-thumb@2x.jpg,https://ev-database.org/car/1899/Mercedes-EQE-350-4MATIC
Porsche,Taycan Turbo Cross Turismo,3.3 sec,250 km/h,83.7,425 km,197 Wh/km,1050,"£126,800",https://ev-database.org/img/auto/Porsche_Taycan_Turbo_S_Cross_Turismo/Porsche_Taycan_Turbo_S_Cross_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1931/Porsche-Taycan-Turbo-Cross-Turismo
Citroen,e-Jumpy Combi M 50 kWh,12.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,N/A,https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1595/Citroen-e-Jumpy-Combi-M-50-kWh
Fiat,E-Ulysse L2 75 kWh,13.3 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Fiat_E-Ulysse/Fiat_E-Ulysse-01-thumb@2x.jpg,https://ev-database.org/car/1722/Fiat-E-Ulysse-L2-75-kWh
Toyota,PROACE Shuttle L 50 kWh,12.1 sec,130 km/h,46.3,180 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Toyota_PROACE_Verso/Toyota_PROACE_Verso-01-thumb@2x.jpg,https://ev-database.org/car/1610/Toyota-PROACE-Shuttle-L-50-kWh
Citroen,e-Jumpy Combi XL 75 kWh,13.3 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1598/Citroen-e-Jumpy-Combi-XL-75-kWh
Opel,Vivaro-e Combi L 50 kWh,12.1 sec,130 km/h,46.3,180 km,257 Wh/km,290,"£37,835",https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1601/Opel-Vivaro-e-Combi-L-50-kWh
Peugeot,e-Expert Combi Standard 50 kWh,13.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,N/A,https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1605/Peugeot-e-Expert-Combi-Standard-50-kWh
Mercedes,EQE AMG 53 4MATIC+,3.5 sec,220 km/h,90.6,465 km,195 Wh/km,690,N/A,https://ev-database.org/img/auto/Mercedes_EQE_AMG_53/Mercedes_EQE_AMG_53-01-thumb@2x.jpg,https://ev-database.org/car/1902/Mercedes-EQE-AMG-53-4MATICplus
Opel,Vivaro-e Combi M 50 kWh,12.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,"£36,995",https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1600/Opel-Vivaro-e-Combi-M-50-kWh
VinFast,VF 8 Eco Standard Range,5.9 sec,200 km/h,82,405 km,202 Wh/km,560,N/A,https://ev-database.org/img/auto/VinFast_VF_8/VinFast_VF_8-01-thumb@2x.jpg,https://ev-database.org/car/1806/VinFast-VF-8-Eco-Standard-Range
Mercedes,eVito Tourer Long 60 kWh,12.0 sec,160 km/h,60,210 km,286 Wh/km,310,N/A,https://ev-database.org/img/auto/Mercedes_eVito_2021/Mercedes_eVito_2021-01-thumb@2x.jpg,https://ev-database.org/car/1617/Mercedes-eVito-Tourer-Long-60-kWh
Mercedes,EQE 500 4MATIC,4.7 sec,210 km/h,90.6,485 km,187 Wh/km,720,N/A,https://ev-database.org/img/auto/Mercedes_EQE/Mercedes_EQE-01-thumb@2x.jpg,https://ev-database.org/car/1900/Mercedes-EQE-500-4MATIC
Opel,Zafira-e Life L 50 kWh,12.1 sec,130 km/h,46.3,180 km,257 Wh/km,290,"£43,575",https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1347/Opel-Zafira-e-Life-L-50-kWh
Porsche,Taycan 4S Plus Sport Turismo,4.0 sec,250 km/h,83.7,430 km,195 Wh/km,1060,"£95,996",https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo/Porsche_Taycan_Sport_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1624/Porsche-Taycan-4S-Plus-Sport-Turismo
Citroen,e-SpaceTourer XL 75 kWh,13.3 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1344/Citroen-e-SpaceTourer-XL-75-kWh
Fiat,E-Ulysse L2 50 kWh,12.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,N/A,https://ev-database.org/img/auto/Fiat_E-Ulysse/Fiat_E-Ulysse-01-thumb@2x.jpg,https://ev-database.org/car/1721/Fiat-E-Ulysse-L2-50-kWh
Citroen,e-SpaceTourer XL 50 kWh,12.1 sec,130 km/h,46.3,180 km,257 Wh/km,290,"£37,885",https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1342/Citroen-e-SpaceTourer-XL-50-kWh
Peugeot,e-Traveller Long 50 kWh,13.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,"£43,625",https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1352/Peugeot-e-Traveller-Long-50-kWh
Opel,Vivaro-e Combi L 75 kWh,13.3 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1603/Opel-Vivaro-e-Combi-L-75-kWh
Toyota,PROACE Shuttle M 50 kWh,12.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,N/A,https://ev-database.org/img/auto/Toyota_PROACE_Verso/Toyota_PROACE_Verso-01-thumb@2x.jpg,https://ev-database.org/car/1609/Toyota-PROACE-Shuttle-M-50-kWh
Opel,Combo-e Life XL 50 kWh,11.7 sec,135 km/h,46.3,200 km,232 Wh/km,320,"£34,685",https://ev-database.org/img/auto/Opel_Combo-e_Life/Opel_Combo-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1545/Opel-Combo-e-Life-XL-50-kWh
Citroen,e-Jumpy Combi XL 50 kWh,12.1 sec,130 km/h,46.3,180 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1596/Citroen-e-Jumpy-Combi-XL-50-kWh
Mercedes,EQE AMG 43 4MATIC,4.2 sec,210 km/h,90.6,465 km,195 Wh/km,690,N/A,https://ev-database.org/img/auto/Mercedes_EQE_AMG_43/Mercedes_EQE_AMG_43-01-thumb@2x.jpg,https://ev-database.org/car/1901/Mercedes-EQE-AMG-43-4MATIC
Opel,Zafira-e Life M 75 kWh,13.3 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1348/Opel-Zafira-e-Life-M-75-kWh
Peugeot,e-2008 54 kWh,9.1 sec,150 km/h,50.8,300 km,169 Wh/km,480,"£36,350",https://ev-database.org/img/auto/Peugeot_e-2008_2024/Peugeot_e-2008_2024-01-thumb@2x.jpg,https://ev-database.org/car/1947/Peugeot-e-2008-54-kWh
Mercedes,eVito Tourer Extra-Long 60 kWh,12.0 sec,160 km/h,60,205 km,293 Wh/km,300,N/A,https://ev-database.org/img/auto/Mercedes_eVito_2021/Mercedes_eVito_2021-01-thumb@2x.jpg,https://ev-database.org/car/1618/Mercedes-eVito-Tourer-Extra-Long-60-kWh
Peugeot,e-Expert Combi Long 50 kWh,13.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,N/A,https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1606/Peugeot-e-Expert-Combi-Long-50-kWh
VinFast,VF 8 Plus Extended Range,5.5 sec,200 km/h,87.7,425 km,206 Wh/km,550,N/A,https://ev-database.org/img/auto/VinFast_VF_8/VinFast_VF_8-01-thumb@2x.jpg,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range
Mercedes,EQV 250 Extra-Long,12.0 sec,160 km/h,60,210 km,286 Wh/km,200,N/A,https://ev-database.org/img/auto/Mercedes_EQV/Mercedes_EQV-01-thumb@2x.jpg,https://ev-database.org/car/1543/Mercedes-EQV-250-Extra-Long
Peugeot,e-208 50 kWh,9.0 sec,150 km/h,46.3,290 km,160 Wh/km,460,"* £32,000",https://ev-database.org/img/auto/Peugeot_e-208_2024/Peugeot_e-208_2024-01-thumb@2x.jpg,https://ev-database.org/car/1948/Peugeot-e-208-50-kWh
